,work_id,doi,title,publication_year,publication_date,type,type_crossref,cited_by_count,num_authors,num_locations,num_references,language,has_complete_institution_info,has_grant_info,has_keywords,created_date,updated_date,paper_openalex_id,only_focal,focal_and_refs,only_refs,Dindex
2308,2297138955,10.1021/acsami.6b00451,Super-Robust Polylactide Barrier Films by Building Densely Oriented Lamellae Incorporated with Ductile in Situ Nanofibrils of Poly(butylene adipate-<i>co</i>-terephthalate),2016,2016-03-18,article,journal-article,97,7,2,67,en,True,True,True,2016-06-24,2023-12-18 18:53:38.056,2297138955,0,0,25465,0.0
2309,2297181942,10.1021/acsami.5b08575,Multiscale Micro–Nano Nested Structures: Engineered Surface Morphology for Efficient Light Escaping in Organic Light-Emitting Diodes,2015,2015-11-25,article,journal-article,34,7,2,53,en,True,True,True,2016-06-24,2023-12-18 07:25:11.265,2297181942,0,0,617,0.0
2310,2297302891,10.1021/acsami.5b11037,Enhanced Conductivity in CZTS/Cu<sub>2–<i>x</i></sub>Se Nanocrystal Thin Films: Growth of a Conductive Shell,2016,2016-02-09,article,journal-article,17,3,2,28,en,True,True,True,2016-06-24,2023-12-13 05:45:23.403,2297302891,1,6,1067,-0.0046554934823091
2311,2297374011,10.1021/acsami.5b09062,FeS@C on Carbon Cloth as Flexible Electrode for Both Lithium and Sodium Storage,2015,2015-12-10,article,journal-article,200,5,2,27,en,True,True,True,2016-06-24,2023-12-14 23:09:09.820,2297374011,0,0,373,0.0
2312,2297412630,10.1021/acsami.6b00785,High-Fidelity Replica Molding of Glassy Liquid Crystalline Polymer Microstructures,2016,2016-03-17,article,journal-article,17,7,2,24,en,True,True,True,2016-06-24,2023-12-18 05:46:01.157,2297412630,2,0,2746,0.0007278020378457
2313,2297428053,10.1021/acsami.5b06813,Multilayered Magnetic Gelatin Membrane Scaffolds,2015,2015-10-09,article,journal-article,32,17,4,70,en,True,True,True,2016-06-24,2023-12-15 15:37:55.070,2297428053,0,0,62214,0.0
2314,2297542802,10.1021/acsami.5b10778,Rational Design of ZnO:H/ZnO Bilayer Structure for High-Performance Thin-Film Transistors,2016,2016-03-15,article,journal-article,73,13,2,45,en,True,True,True,2016-06-24,2023-12-15 00:27:32.598,2297542802,11,10,1130,0.0008688097306689
2315,2297754231,10.1021/acsami.6b01361,Combined Chemical Groups and Topographical Nanopattern on the Poly(ε-Caprolactone) Surface for Regulating Human Foreskin Fibroblasts Behavior,2016,2016-03-15,article,journal-article,4,7,2,52,en,True,True,True,2016-06-24,2023-12-10 18:18:19.705,2297754231,0,1,5495,-0.0001819505094614
2316,2297810360,10.1021/acsami.5b11919,"Structural Coloration Pigments based on Carbon Modified ZnS@SiO<sub>2</sub> Nanospheres with Low-Angle Dependence, High Color Saturation, and Enhanced Stability",2016,2016-02-09,article,journal-article,76,5,2,39,en,True,True,True,2016-06-24,2023-12-12 15:39:23.282,2297810360,1,3,15712,-0.0001272588444896
2317,2298098132,10.1021/acsami.6b00375,Polymeric Colloidal Nanostructures Fabricated via Highly Controlled Convective Assembly and Their Use for Molecular Imprinting,2016,2016-03-14,article,journal-article,27,2,2,53,en,True,True,True,2016-06-24,2023-12-12 01:27:52.216,2298098132,4,10,5120,-0.0011686793922867
2318,2298219792,10.1021/acsami.5b12785,Poly(cyclohexylethylene)-<i>block</i>-Poly(lactide) Oligomers for Ultrasmall Nanopatterning Using Atomic Layer Deposition,2016,2016-03-08,article,journal-article,23,6,3,60,en,True,False,True,2016-06-24,2023-12-15 06:57:40.326,2298219792,1,1,95,0.0
2319,2298785585,10.1021/acsami.6b00891,Enhancing the Gelation and Bioactivity of Injectable Silk Fibroin Hydrogel with Laponite Nanoplatelets,2016,2016-04-06,article,journal-article,114,5,2,47,en,True,True,True,2016-06-24,2023-12-18 19:25:26.371,2298785585,3,5,89497,-2.2345120384336072e-05
2320,2298806617,10.1021/acsami.5b08349,Fabrication and Performance of High Energy Li-Ion Battery Based on the Spherical Li[Li<sub>0.2</sub>Ni<sub>0.16</sub>Co<sub>0.1</sub>Mn<sub>0.54</sub>]O<sub>2</sub> Cathode and Si Anode,2015,2015-12-24,article,journal-article,21,7,2,49,en,True,True,True,2016-06-24,2023-12-12 15:39:22.145,2298806617,1,4,15641,-0.000191742298351
2321,2298838786,10.1021/acsami.5b06852,"Self-Sterilizing, Self-Cleaning Mixed Polymeric Multifunctional Antimicrobial Surfaces",2015,2015-12-08,article,journal-article,40,8,2,40,en,True,True,True,2016-06-24,2023-12-16 06:45:50.227,2298838786,0,0,368,0.0
2322,2299005865,10.1021/acsami.6b00359,Anti-deformed Polyacrylonitrile/Polysulfone Composite Membrane with Binary Structures for Effective Air Filtration,2016,2016-03-17,article,journal-article,168,5,2,41,en,False,True,True,2016-06-24,2023-12-17 08:56:52.087,2299005865,0,0,21867,0.0
2323,2299040254,10.1021/acsami.5b02716,Morphology-Control Synthesis of a Core–Shell Structured NiCu Alloy with Tunable Electromagnetic-Wave Absorption Capabilities,2015,2015-06-05,article,journal-article,340,5,2,66,en,True,True,True,2016-06-24,2023-12-14 12:51:37.106,2299040254,5,8,142179,-2.1098233374592106e-05
2324,2299280604,10.1021/acsami.6b01352,Co-intercalation of Mg<sup>2+</sup> and Na<sup>+</sup> in Na<sub>0.69</sub>Fe<sub>2</sub>(CN)<sub>6</sub> as a High-Voltage Cathode for Magnesium Batteries,2016,2016-03-22,article,journal-article,55,9,2,43,en,True,True,True,2016-06-24,2023-12-09 18:06:58.662,2299280604,0,0,75,0.0
2325,2299386857,10.1021/acsami.6b00194,Bioinspired Omniphobic Coatings with a Thermal Self-Repair Function on Industrial Materials,2016,2016-03-14,article,journal-article,78,4,2,40,en,True,True,True,2016-06-24,2023-12-13 13:31:49.225,2299386857,1,0,3110,0.0003214400514304
2326,2299585816,10.1021/acsami.5b10464,New Benzimidazole-Based Bipolar Hosts: Highly Efficient Phosphorescent and Thermally Activated Delayed Fluorescent Organic Light-Emitting Diodes Employing the Same Device Structure,2016,2016-01-21,article,journal-article,98,7,2,46,en,True,True,True,2016-06-24,2023-12-17 20:54:38.840,2299585816,0,0,691,0.0
2327,2299720432,10.1021/acsami.5b12715,Diaminopropionic Acid Reinforced Graphene Sponge and Its Use for Hemostasis,2016,2016-03-15,article,journal-article,115,6,2,38,en,True,True,True,2016-06-24,2023-12-13 07:52:12.114,2299720432,5,0,310,0.0158730158730158
2328,2299735244,10.1021/acsami.5b12704,Control of Reversible Self-Bending Behavior in Responsive Janus Microstrips,2016,2016-03-24,article,journal-article,29,8,2,29,en,True,True,True,2016-06-24,2023-12-10 23:58:44.718,2299735244,0,1,718,-0.0013908205841446
2329,2299984121,10.1021/acsami.5b12382,Microphase-Separated PE/PEO Thin Films Prepared by Plasma-Assisted Vapor Phase Deposition,2016,2016-03-15,article,journal-article,12,12,3,64,en,True,True,True,2016-06-24,2023-12-17 11:21:15.161,2299984121,0,0,26283,0.0
2330,2300023908,10.1021/acsami.6b00191,Robust and Biocompatible Hybrid Matrix with Controllable Permeability for Microalgae Encapsulation,2016,2016-03-30,article,journal-article,25,5,2,24,en,True,True,True,2016-06-24,2023-12-14 21:27:30.811,2300023908,0,0,679,0.0
2331,2300103527,10.1021/acsami.5b04421,Three-Dimensional Cu<sub>2</sub>ZnSnS<sub>4</sub> Films with Modified Surface for Thin-Film Lithium-Ion Batteries,2015,2015-07-31,article,journal-article,30,4,2,34,en,True,True,True,2016-06-24,2023-12-14 11:51:31.382,2300103527,1,6,126227,-3.960898014797915e-05
2332,2300368184,10.1021/acsami.5b12307,"Soft-Etching Copper and Silver Electrodes for Significant Device Performance Improvement toward Facile, Cost-Effective, Bottom-Contacted, Organic Field-Effect Transistors",2016,2016-03-21,article,journal-article,9,10,3,44,en,True,True,True,2016-06-24,2023-12-16 22:53:55.452,2300368184,18,20,581,-0.0032310177705977
2333,2300413976,10.1021/acsami.6b00883,Graphene-Molybdenum Disulfide-Graphene Tunneling Junctions with Large-Area Synthesized Materials,2016,2016-03-23,article,journal-article,15,8,2,39,en,True,True,True,2016-06-24,2023-12-16 02:45:24.314,2300413976,8,17,8362,-0.0010730893048765
2334,2300473686,10.1021/acsami.6b00703,The Role of Stress in the Self-Organized Growth of Porous Anodic Alumina,2016,2016-03-17,article,journal-article,18,4,2,43,en,True,True,True,2016-06-24,2023-12-11 18:11:53.267,2300473686,0,2,2380,-0.0008396305625524
2335,2300694139,10.1021/acsami.5b06492,Contrasting the Role of Mg and Ba Doping on the Microstructure and Thermoelectric Properties of p-Type AgSbSe<sub>2</sub>,2015,2015-10-12,article,journal-article,29,10,2,49,en,False,True,True,2016-06-24,2023-12-18 03:26:41.058,2300694139,0,0,94,0.0
2336,2300759491,10.1021/acsami.5b07733,Improvement of Protein Immobilization and Bioactivity of Magnetic Carriers Using a Brushed Beads-on-Beads Structure,2015,2015-11-02,article,journal-article,8,6,2,19,en,True,True,True,2016-06-24,2023-12-11 07:08:10.549,2300759491,0,0,735,0.0
2337,2300821433,10.1021/acsami.5b12373,Activation of Organic Photovoltaic Light Detectors Using Bend Leakage from Optical Fibers,2016,2016-03-15,article,journal-article,13,8,2,36,en,True,True,True,2016-06-24,2023-12-13 00:11:56.580,2300821433,1,0,2323,0.0004302925989672
2338,2300868716,10.1021/acsami.5b11989,Optical Actuation of Inorganic/Organic Interfaces: Comparing Peptide-Azobenzene Ligand Reconfiguration on Gold and Silver Nanoparticles,2016,2016-01-04,article,journal-article,25,10,3,45,en,True,True,True,2016-06-24,2023-12-13 07:09:31.916,2300868716,1,0,23,0.0416666666666666
2339,2300920673,10.1021/acsami.5b07090,"Three-Dimensional, Fibrous Lithium Iron Phosphate Structures Deposited by Magnetron Sputtering",2015,2015-10-06,article,journal-article,15,5,2,55,en,True,True,True,2016-06-24,2023-12-17 00:50:07.992,2300920673,2,1,4538,0.0002202158114952
2340,2301347008,10.1021/acsami.5b09368,Understanding Nonlinear Dielectric Properties in a Biaxially Oriented Poly(vinylidene fluoride) Film at Both Low and High Electric Fields,2016,2016-01-04,article,journal-article,42,6,2,32,en,True,True,True,2016-06-24,2023-12-13 08:19:34.014,2301347008,2,3,1472,-0.0006770480704129
2341,2301347746,10.1021/acsami.6b00520,Aluminum-Doped Zinc Oxide as Highly Stable Electron Collection Layer for Perovskite Solar Cells,2016,2016-03-18,article,journal-article,185,9,2,27,en,True,True,True,2016-06-24,2023-12-10 00:43:07.299,2301347746,0,0,4,0.0
2342,2301454796,10.1021/acsami.5b10797,Segmental Dynamics and Dielectric Constant of Polysiloxane Polar Copolymers as Plasticizers for Polymer Electrolytes,2016,2016-01-26,article,journal-article,73,5,2,64,en,True,True,True,2016-06-24,2023-12-19 22:30:24.512,2301454796,4,2,13995,0.0001428469395043
2343,2301556065,10.1021/acsami.5b12164,Self-Templated Synthesis of Mesoporous Carbon from Carbon Tetrachloride Precursor for Supercapacitor Electrodes,2016,2016-03-14,article,journal-article,73,8,2,29,en,True,True,True,2016-06-24,2023-12-12 07:18:36.974,2301556065,0,0,6308,0.0
2344,2302255820,10.1021/acsami.5b03124,Facile Hydrothermal Synthesis of VS<sub>2</sub>/Graphene Nanocomposites with Superior High-Rate Capability as Lithium-Ion Battery Cathodes,2015,2015-06-05,article,journal-article,204,6,2,53,en,True,True,True,2016-06-24,2023-12-19 17:49:41.077,2302255820,2,5,1016,-0.002932551319648
2345,2302279801,10.1021/acsami.6b00600,Processing-Induced Electrically Active Defects in Black Silicon Nanowire Devices,2016,2016-04-14,article,journal-article,2,5,2,64,en,True,False,True,2016-06-24,2023-12-13 01:27:18.819,2302279801,0,0,20,0.0
2346,2303813208,10.1021/acsami.5b11316,"Highly Photoluminescent Molybdenum Oxide Quantum Dots: One-Pot Synthesis and Application in 2,4,6-Trinitrotoluene Determination",2016,2016-03-15,article,journal-article,107,6,2,56,en,True,True,True,2016-06-24,2023-12-07 21:30:25.851,2303813208,0,0,203,0.0
2347,2303961794,10.1021/acsami.5b07233,Solvent-Controlled Synthesis of NiO–CoO/Carbon Fiber Nanobrushes with Different Densities and Their Excellent Properties for Lithium Ion Storage,2015,2015-09-22,article,journal-article,61,7,2,60,en,True,True,True,2016-06-24,2023-12-15 10:57:17.793,2303961794,3,2,5782,0.000172801105927
2348,2304151032,10.1021/acsami.5b02189,Magnetic Elastomers for Stretchable Inductors,2015,2015-05-07,article,journal-article,33,5,2,20,en,False,False,True,2016-06-24,2023-12-16 11:05:03.684,2304151032,0,0,1106,0.0
2349,2305049715,10.1021/acsami.5b08314,"Development of an Aptamer-Based Sensing Platform for Metal Ions, Proteins, and Small Molecules through Terminal Deoxynucleotidyl Transferase Induced G-Quadruplex Formation",2015,2015-10-21,article,journal-article,59,6,2,40,en,False,True,True,2016-06-24,2023-12-16 12:26:55.979,2305049715,2,0,263,0.0075471698113207
2350,2305337401,10.1021/acsami.5b12062,MOF-Based Membrane Encapsulated ZnO Nanowires for Enhanced Gas Sensor Selectivity,2016,2016-03-25,article,journal-article,328,6,4,23,en,True,True,True,2016-06-24,2023-12-20 06:01:40.728,2305337401,1,5,10501,-0.0003806985818977
2351,2306101937,10.1021/acsami.6b01279,Mechanically Robust Plasma-Activated Interfaces Optimized for Vascular Stent Applications,2016,2016-04-05,article,journal-article,30,6,2,69,en,False,True,True,2016-06-24,2023-12-13 15:42:18.556,2306101937,0,1,1469,-0.0006802721088435
2352,2306287217,10.1021/acsami.5b12102,Noble Metal-Free Oxygen Reduction Reaction Catalysts Derived from Prussian Blue Nanocrystals Dispersed in Polyaniline,2016,2016-03-25,article,journal-article,71,7,2,43,en,True,True,True,2016-06-24,2023-12-14 23:02:45.146,2306287217,0,0,4665,0.0
2353,2306411089,10.1021/acsami.6b00011,Molecular Architectonics of Naphthalenediimides for Efficient Structure–Property Correlation,2016,2016-03-28,article,journal-article,43,4,2,52,en,True,True,True,2016-06-24,2023-12-11 13:23:31.444,2306411089,9,2,15486,0.0004517003290959
2354,2306702815,10.1021/acsami.5b02835,Cell Orientation Gradients on an Inverse Opal Substrate,2015,2015-05-07,article,journal-article,32,6,2,29,en,True,True,True,2016-06-24,2023-12-14 15:46:22.156,2306702815,0,0,1,0.0
2355,2306892168,10.1021/acsami.5b04094,Facile Synthesis of Hierarchical Mesoporous Honeycomb-like NiO for Aqueous Asymmetric Supercapacitors,2015,2015-09-01,article,journal-article,195,6,2,51,en,True,True,True,2016-06-24,2023-12-16 10:06:31.642,2306892168,0,0,120,0.0
2356,2307831194,10.1021/acsami.5b04667,Single-Pot Synthesis of ⟨001⟩-Faceted N-Doped Nb<sub>2</sub>O<sub>5</sub>/Reduced Graphene Oxide Nanocomposite for Efficient Photoelectrochemical Water Splitting,2015,2015-08-11,article,journal-article,55,8,2,36,en,True,True,True,2016-06-24,2023-12-11 23:32:21.012,2307831194,3,10,2230,-0.0031208203299152
2357,2307989031,10.1021/acsami.6b01497,Thermally Stable Siloxane Hybrid Matrix with Low Dielectric Loss for Copper-Clad Laminates for High-Frequency Applications,2016,2016-03-22,article,journal-article,45,4,2,24,en,True,True,True,2016-06-24,2023-12-13 20:24:20.877,2307989031,1,2,240,-0.0041152263374485
2358,2308085820,10.1021/acsami.6b03046,Comprehensive Understanding of High Polar Polyacrylonitrile as an Effective Binder for Li-Ion Battery Nano-Si Anodes,2016,2016-03-21,article,journal-article,61,9,2,38,en,True,True,True,2016-06-24,2023-12-11 07:08:06.211,2308085820,1,1,2786,0.0
2359,2308597749,10.1021/acsami.5b00657,Screen-Printable and Flexible RuO<sub>2</sub> Nanoparticle-Decorated PEDOT:PSS/Graphene Nanocomposite with Enhanced Electrical and Electrochemical Performances for High-Capacity Supercapacitor,2015,2015-05-08,article,journal-article,140,3,2,83,en,True,True,True,2016-06-24,2023-12-19 04:50:31.615,2308597749,1,0,3,0.25
2360,2308776461,10.1021/acsami.6b00909,Material Exhibiting Efficient CO<sub>2</sub> Adsorption at Room Temperature for Concentrations Lower Than 1000 ppm: Elucidation of the State of Barium Ion Exchanged in an MFI-Type Zeolite,2016,2016-03-28,article,journal-article,15,7,2,73,en,True,True,True,2016-06-24,2023-12-14 02:41:35.735,2308776461,0,5,791,-0.0062814070351758
2361,2309197878,10.1021/acsami.5b12469,Design of Low Pt Concentration Electrocatalyst Surfaces with High Oxygen Reduction Reaction Activity Promoted by Formation of a Heterogeneous Interface between Pt and CeO<sub><i>x</i></sub> Nanowire,2016,2016-04-04,article,journal-article,43,10,2,51,en,True,True,True,2016-06-24,2023-12-09 18:07:38.068,2309197878,0,0,42,0.0
2362,2309539461,10.1021/acsami.6b01927,Catalyst Self-Assembly for Scalable Patterning of Sub 10 nm Ultrahigh Aspect Ratio Nanopores in Silicon,2016,2016-03-21,article,journal-article,18,4,3,56,en,True,True,True,2016-06-24,2023-12-11 08:48:40.407,2309539461,0,0,251,0.0
2363,2309604581,10.1021/acsami.5b08830,Ordered Polypyrrole Nanowire Arrays Grown on a Carbon Cloth Substrate for a High-Performance Pseudocapacitor Electrode,2015,2015-11-06,article,journal-article,90,4,2,35,en,True,True,True,2016-06-24,2023-12-17 02:28:17.894,2309604581,4,14,6255,-0.0015941335883947
2364,2309780035,10.1021/acsami.5b12779,Hierarchical MnO<sub>2</sub>Spheres Decorated by Carbon-Coated Cobalt Nanobeads: Low-Cost and High-Performance Electrode Materials for Supercapacitors,2016,2016-03-24,article,journal-article,74,3,2,56,en,True,True,True,2016-06-24,2023-12-18 07:25:34.993,2309780035,0,0,14034,0.0
2365,2310081849,10.1021/acsami.6b00916,Organic Photovoltaics and Bioelectrodes Providing Electrical Stimulation for PC12 Cell Differentiation and Neurite Outgrowth,2016,2016-03-30,article,journal-article,53,5,2,40,en,True,True,True,2016-06-24,2023-12-16 11:17:44.998,2310081849,6,23,44620,-0.0003807476091289
2366,2310843442,10.1021/acsami.5b12125,Synthesis and Luminescence Properties of Novel Ce<sup>3+</sup>- and Eu<sup>2+</sup>-Doped Lanthanum Bromothiosilicate La<sub>3</sub>Br(SiS<sub>4</sub>)<sub>2</sub> Phosphors for White LEDs,2016,2016-03-30,article,journal-article,58,4,2,38,en,True,True,True,2016-06-24,2023-12-16 18:02:56.934,2310843442,0,1,9723,-0.0001028383381324
2367,2311915391,10.1021/acsami.5b08643,Preparation of a Superhydrophobic and Peroxidase-like Activity Array Chip for H<sub>2</sub>O<sub>2</sub> Sensing by Surface-Enhanced Raman Scattering,2015,2015-10-13,article,journal-article,58,6,2,62,en,True,True,True,2016-06-24,2023-12-14 15:46:30.071,2311915391,0,1,247,-0.0040322580645161
2368,2312225661,10.1021/am4033982,Electrically Driven Biofouling Release of a Poly(tetrafluoroethylene) Membrane Modified with an Electrically Induced Reversibly Cross-Linked Polymer,2013,2013-10-02,article,journal-article,27,4,2,39,en,True,False,True,2016-06-24,2023-12-16 20:53:55.958,2312225661,4,5,3741,-0.0002666666666666
2369,2312256256,10.1021/am201699a,Enhanced Adhesion over Aluminum Solid Substrates by Controlled Atmospheric Plasma Deposition of Amine-Rich Primers,2012,2012-02-09,article,journal-article,32,7,2,54,en,False,False,True,2016-06-24,2023-12-18 09:27:12.315,2312256256,4,1,41235,7.274490785645004e-05
2370,2312281095,10.1021/am5054493,A Novel and Effective Surface Design: Conducting Polymer/β-Cyclodextrin Host–Guest System for Cholesterol Biosensor,2014,2014-10-14,article,journal-article,46,6,2,44,en,True,False,True,2016-06-24,2023-12-18 03:26:56.418,2312281095,0,0,11251,0.0
2371,2312304406,10.1021/am400588w,Highly Selective Fluorescence Turn-On Sensor for Fluoride Detection,2013,2013-04-12,article,journal-article,144,5,2,46,en,True,False,True,2016-06-24,2023-12-15 11:51:29.986,2312304406,2,0,1170,0.0017064846416382
2372,2312331183,10.1021/am506374t,Comparison of Three Magnetic Bead Surface Functionalities for RNA Extraction and Detection,2015,2015-03-10,article,journal-article,49,6,2,29,en,True,True,True,2016-06-24,2023-12-13 18:55:35.433,2312331183,0,0,2,0.0
2373,2312386211,10.1021/am506558d,Carbon Dots Rooted Agarose Hydrogel Hybrid Platform for Optical Detection and Separation of Heavy Metal Ions,2015,2015-01-29,article,journal-article,203,4,2,33,en,True,True,True,2016-06-24,2023-12-12 14:18:43.844,2312386211,7,16,589,-0.0147058823529411
2374,2312392534,10.1021/am403523d,Polydopamine Microcapsules with Different Wall Structures Prepared by a Template-Mediated Method for Enzyme Immobilization,2013,2013-10-04,article,journal-article,85,9,2,38,en,True,False,True,2016-06-24,2023-12-15 11:15:53.198,2312392534,0,3,55772,-5.378753922008068e-05
2375,2312419779,10.1021/am502910d,Shell Thickness-Dependent Microwave Absorption of Core–Shell Fe<sub>3</sub>O<sub>4</sub>@C Composites,2014,2014-07-31,article,journal-article,827,7,2,66,en,True,True,True,2016-06-24,2023-12-19 20:50:56.018,2312419779,2,4,5891,-0.000339155502798
2376,2312433659,10.1021/am5010078,Scalable Fabrication of High-Performance NO<sub>2</sub> Gas Sensors Based on Tungsten Oxide Nanowires by On-Chip Growth and RuO<sub>2</sub>-Functionalization,2014,2014-07-15,article,journal-article,36,6,2,48,en,True,False,True,2016-06-24,2023-12-14 06:07:17.958,2312433659,3,4,36952,-2.7057009118212077e-05
2377,2312445932,10.1021/am505602w,Fully Solution-Processed Low-Voltage Aqueous In<sub>2</sub>O<sub>3</sub> Thin-Film Transistors Using an Ultrathin ZrO<sub><i>x</i></sub> Dielectric,2014,2014-10-09,article,journal-article,164,7,2,21,en,True,True,True,2016-06-24,2023-12-15 15:38:14.419,2312445932,3,6,15782,-0.0001899816351086
2378,2312460095,10.1021/am4018863,Attaching DNA to Nanoceria: Regulating Oxidase Activity and Fluorescence Quenching,2013,2013-07-19,article,journal-article,181,6,3,38,en,True,False,True,2016-06-24,2023-12-16 00:57:45.388,2312460095,5,12,669,-0.010204081632653
2379,2312494489,10.1021/am506510q,Functionalization of Cotton Fiber by Partial Etherification and Self-Assembly of Polyoxometalate Encapsulated in Cu<sub>3</sub>(BTC)<sub>2</sub> Metal–Organic Framework,2015,2015-02-13,article,journal-article,62,2,2,28,en,True,True,True,2016-06-24,2023-12-20 12:55:58.737,2312494489,6,3,5733,0.0005224660397074
2380,2312570379,10.1021/am5035363,PbS Quantum Dots Capped with Amorphous ZnS for Bulk Heterojunction Solar Cells: The Solvent Effect,2014,2014-08-05,article,journal-article,25,2,2,36,en,True,True,True,2016-06-24,2023-12-11 07:08:11.104,2312570379,0,0,7924,0.0
2381,2312587656,10.1021/am403090y,Direct Electrochemical DNA Detection Originated from the Self-Redox Signal of Sulfonated Polyaniline Enhanced by Graphene Oxide in Neutral Solution,2013,2013-10-18,article,journal-article,35,5,2,36,en,True,False,True,2016-06-24,2023-12-12 10:11:30.144,2312587656,13,26,23928,-0.0005424124838319
2382,2312588556,10.1021/am505418z,Doping Magnesium Hydroxide with Sodium Nitrate: A New Approach to Tune the Dehydration Reactivity of Heat-Storage Materials,2014,2014-11-05,article,journal-article,42,5,2,47,en,True,False,True,2016-06-24,2023-12-16 02:25:41.957,2312588556,0,27,22906,-0.0011773426939345
2383,2312602631,10.1021/acsami.5b01071,Highly Enhanced Sensing Properties for ZnO Nanoparticle-Decorated Round-Edged α-Fe<sub>2</sub>O<sub>3</sub> Hexahedrons,2015,2015-04-20,article,journal-article,61,8,2,54,en,True,False,True,2016-06-24,2023-12-13 15:42:19.786,2312602631,1,7,5439,-0.0011015237745548
2384,2312612010,10.1021/am405167h,A Novel Approach for the in Situ Synthesis of Pt–Pd Nanoalloys Supported on Fe<sub>3</sub>O<sub>4</sub>@C Core–Shell Nanoparticles with Enhanced Catalytic Activity for Reduction Reactions,2014,2014-02-13,article,journal-article,110,4,2,63,en,True,False,True,2016-06-24,2023-12-13 22:53:47.645,2312612010,0,2,2736,-0.0007304601899196
2385,2312636614,10.1021/am503889z,"Emission-Tunable CuInS<sub>2</sub>/ZnS Quantum Dots: Structure, Optical Properties, and Application in White Light-Emitting Diodes with High Color Rendering Index",2014,2014-08-21,article,journal-article,218,3,2,46,en,True,True,True,2016-06-24,2023-12-20 03:32:03.521,2312636614,6,8,10260,-0.0001946661475569
2386,2312639738,10.1021/am4017472,Highly Transparent Carbon Counter Electrode Prepared via an in Situ Carbonization Method for Bifacial Dye-Sensitized Solar Cells,2013,2013-07-12,article,journal-article,61,7,2,34,en,True,False,True,2016-06-24,2023-12-11 20:43:26.914,2312639738,5,2,1644,0.001817080557238
2387,2312650649,10.1021/am5087837,Effect of B Site Coordination Environment in the ORR Activity in Disordered Brownmillerites Ba<sub>2</sub>In<sub>2–<i>x</i></sub>Ce<sub><i>x</i></sub>O<sub>5+δ</sub>,2015,2015-01-29,article,journal-article,19,4,2,38,en,True,True,True,2016-06-24,2023-12-16 08:31:45.781,2312650649,0,0,313,0.0
2388,2312663904,10.1021/acsami.5b12072,Phthalonitrile-Based Carbon Foam with High Specific Mechanical Strength and Superior Electromagnetic Interference Shielding Performance,2016,2016-03-11,article,journal-article,169,6,2,45,en,True,True,True,2016-06-24,2023-12-12 06:49:14.836,2312663904,15,13,18008,0.0001108893324462
2389,2312714321,10.1021/am5051789,Solvents Induced ZnO Nanoparticles Aggregation Associated with Their Interfacial Effect on Organic Solar Cells,2014,2014-10-13,article,journal-article,35,7,2,59,en,True,True,True,2016-06-24,2023-12-17 22:47:01.082,2312714321,1,4,3733,-0.0008025682182985
2390,2312731840,10.1021/am403243g,Interface-Engineered Resistive Switching: CeO<sub>2</sub> Nanocubes as High-Performance Memory Cells,2013,2013-09-26,article,journal-article,54,4,2,29,en,True,False,True,2016-06-24,2023-12-13 07:09:32.424,2312731840,4,18,1215,-0.0113177041228779
2391,2312758109,10.1021/am4038678,Nanoscale Damping Characteristics of Boron Nitride Nanotubes and Carbon Nanotubes Reinforced Polymer Composites,2013,2013-11-15,article,journal-article,85,5,2,32,en,True,False,True,2016-06-24,2023-12-17 22:20:19.431,2312758109,4,9,8415,-0.0005932605600379
2392,2312768877,10.1021/am402787x,Preparation of Cell-Embedded Colloidosomes in an Oil-in-Water Emulsion,2013,2013-10-21,article,journal-article,16,5,2,31,en,True,False,True,2016-06-24,2023-12-11 18:24:05.103,2312768877,0,0,161,0.0
2393,2312773295,10.1021/am4046074,Assessment of the Activity of Photocatalytic Paint Using a Simple Smart Ink Designed for High Activity Surfaces,2013,2013-12-20,article,journal-article,24,4,2,12,en,True,False,True,2016-06-24,2023-12-15 22:15:12.656,2312773295,23,29,41254,-0.0001452573476008
2394,2312777114,10.1021/am3015058,Reshaping Nanocrystals for Tunable Plasmonic Substrates,2012,2012-08-20,article,journal-article,27,8,2,31,en,True,False,True,2016-06-24,2023-12-16 17:12:01.639,2312777114,2,1,240,0.0041152263374485
2395,2312782005,10.1021/am507301c,Tensile Stress-Dependent Fracture Behavior and Its Influences on Photovoltaic Characteristics in Flexible PbS/CdS Thin-Film Solar Cells,2015,2015-02-19,article,journal-article,19,4,2,29,en,True,True,True,2016-06-24,2023-12-11 07:08:15.022,2312782005,3,1,2232,0.0008944543828264
2396,2312788547,10.1021/am508994w,Microwave-Assisted Synthesis of Wavelength-Tunable Photoluminescent Carbon Nanodots and Their Potential Applications,2015,2015-02-23,article,journal-article,142,4,2,39,en,True,True,True,2016-06-24,2023-12-14 19:34:43.362,2312788547,1,1,2858,0.0
2397,2312796712,10.1021/am502322y,Bottom-Up Synthesis of Anatase Nanoparticles with Graphene Domains,2014,2014-06-27,article,journal-article,27,8,2,48,en,False,False,True,2016-06-24,2023-12-16 05:52:20.743,2312796712,0,10,68207,-0.0001465910256974
2398,2312800333,10.1021/am401257q,Facile Route for the Synthesis of a Vertically Aligned ZnO–PANI Nanohybrid Film for Polyphenol Sensing,2013,2013-06-03,article,journal-article,21,4,2,44,en,True,False,True,2016-06-24,2023-12-13 07:47:01.402,2312800333,4,3,4735,0.0002108814846056
